date,itemid,fiscalyear,Item,sheet,Nominal millions of dollars,Real 2019 millions of dollars,Real 2019 per capita dollars,Share of GDP,Share of Total revenue
1907,310,1906/1907,Unmatured debt,all,216,5020.31640625,783.0785522460938,.1249706372618675,3.176470518112183
1907,311,1906/1907,Treasury bills,all,0,0,0,0,0
1907,312,1906/1907,Canada savings bonds,all,0,0,0,0,0
1907,313,1906/1907,Marketable bonds,all,215,4997.07421875,779.4531860351563,.124392069876194,3.161764621734619
1907,320,1906/1907,Superannuation accounts,all,0,0,0,0,0
1907,330,1906/1907,Other liabilities,all,164,3811.7216796875,594.5596313476563,.0948851108551025,2.411764621734619
1907,401,1906/1907,Unmatured debt payable in foreign currencies,all,208,4834.37890625,754.0756225585938,.1203420981764793,3.058823585510254
1907,521,1906/1907,Debt charges,all,7,162.6954345703125,25.37754440307617,.0040499744936824,.1029411777853966
1907,530,1906/1907,Cash deficit (+) or surplus (-),all,-3,-69.72661590576172,-10.87609004974365,-.0017357033211738,-.0441176481544971
1908,100,1907/1908,Net federal debt,all,278,6522.44580078125,984.5201416015625,.1680984348058701,2.895833253860474
1908,200,1907/1908,Financial assets,all,131,3073.526611328125,463.9285583496094,.0792118459939957,1.364583373069763
1908,300,1907/1908,Gross federal debt,all,409,9595.97265625,1448.44873046875,.2473102807998657,4.260416507720947
1908,310,1907/1908,Unmatured debt,all,238,5583.96435546875,842.862548828125,.143911600112915,2.479166746139526
1908,311,1907/1908,Treasury bills,all,0,0,0,0,0
1908,312,1907/1908,Canada savings bonds,all,0,0,0,0,0
1908,313,1907/1908,Marketable bonds,all,229,5372.80615234375,810.9896240234375,.1384695619344711,2.385416746139526
1908,320,1907/1908,Superannuation accounts,all,1,23.4620361328125,3.541439533233643,.0006046706112102,.0104166669771075
1908,330,1907/1908,Other liabilities,all,170,3988.5458984375,602.044677734375,.1027940064668655,1.770833373069763
1908,401,1907/1908,Unmatured debt payable in foreign currencies,all,222,5208.57177734375,786.1995239257813,.1342368721961975,2.3125
1908,521,1907/1908,Debt charges,all,11,258.0823974609375,38.95583343505859,.0066513768397272,.1145833358168602
1908,530,1907/1908,Cash deficit (+) or surplus (-),all,14,328.468505859375,49.58015060424805,.008465388789773,.1458333283662796
1909,100,1908/1909,Net federal debt,all,324,7694.32275390625,1131.51806640625,.1762456744909286,3.767441749572754
1909,200,1908/1909,Financial assets,all,155,3680.926025390625,541.3126220703125,.0843150615692139,1.80232560634613
1909,300,1908/1909,Gross federal debt,all,479,11375.2490234375,1672.830688476563,.2605607211589813,5.569767475128174
1909,310,1908/1909,Unmatured debt,all,297,7053.12939453125,1037.224853515625,.1615585386753082,3.453488349914551
1909,311,1908/1909,Treasury bills,all,0,0,0,0,0
1909,312,1908/1909,Canada savings bonds,all,0,0,0,0,0
1909,313,1908/1909,Marketable bonds,all,283,6720.65869140625,988.3321533203125,.1539429724216461,3.290697574615479
1909,320,1908/1909,Superannuation accounts,all,1,23.74790954589844,3.492339611053467,.0005439681117423,.0116279069334269
1909,330,1908/1909,Other liabilities,all,181,4298.37158203125,632.1134643554688,.0984582304954529,2.104651212692261
1909,401,1908/1909,Unmatured debt payable in foreign currencies,all,278,6601.9189453125,970.8704223632813,.1512231379747391,3.232558250427246
1909,521,1908/1909,Debt charges,all,12,284.9749145507813,41.90807723999023,.0065276175737381,.1395348906517029
1909,530,1908/1909,Cash deficit (+) or surplus (-),all,46,1092.403930664063,160.6476440429688,.0250225327908993,.5348837375640869
1910,100,1909/1910,Net federal debt,all,336,7736.88818359375,1107.167724609375,.1661055684089661,3.29411768913269
1910,200,1909/1910,Financial assets,all,135,3108.571044921875,444.8441772460938,.0667388439178467,1.323529362678528
1910,300,1909/1910,Gross federal debt,all,471,10845.458984375,1552.011840820313,.2328443974256516,4.617647171020508
1910,310,1909/1910,Unmatured debt,all,279,6424.38037109375,919.3446655273438,.1379269361495972,2.735294103622437
1910,311,1909/1910,Treasury bills,all,0,0,0,0,0
1910,312,1909/1910,Canada savings bonds,all,0,0,0,0,0
1910,313,1909/1910,Marketable bonds,all,262,6032.9306640625,863.3272094726563,.1295227855443954,2.56862735748291
1910,320,1909/1910,Superannuation accounts,all,1,23.02645301818848,3.29514217376709,.000494361796882,.0098039219155908
1910,330,1909/1910,Other liabilities,all,191,4398.05224609375,629.3721313476563,.0944231003522873,1.872549057006836
1910,401,1909/1910,Unmatured debt payable in foreign currencies,all,257,5917.79833984375,846.8515014648438,.12705098092556,2.519607782363892
1910,521,1909/1910,Debt charges,all,13,299.3438720703125,42.83684539794922,.0064267031848431,.1274509876966476
1910,530,1909/1910,Cash deficit (+) or surplus (-),all,12,276.3174438476563,39.54170608520508,.0059323413297534,.1176470592617989
1911,100,1910/1911,Net federal debt,all,340,7616.87890625,1056.872314453125,.152250275015831,2.881356000900269
1911,200,1910/1911,Financial assets,all,135,3024.348876953125,419.6404724121094,.0604523159563541,1.144067764282227
1911,300,1910/1911,Gross federal debt,all,475,10641.2275390625,1476.512817382813,.212702602148056,4.025423526763916
1911,310,1910/1911,Unmatured debt,all,276,6183.11328125,857.931640625,.1235914006829262,2.338983058929443
1911,311,1910/1911,Treasury bills,all,0,0,0,0,0
1911,312,1910/1911,Canada savings bonds,all,0,0,0,0,0
1911,313,1910/1911,Marketable bonds,all,276,6183.11328125,857.931640625,.1235914006829262,2.338983058929443
1911,320,1910/1911,Superannuation accounts,all,1,22.40258407592773,3.108447790145874,.0004477949405555,.0084745762869716
1911,330,1910/1911,Other liabilities,all,198,4435.7119140625,615.4727172851563,.0886633992195129,1.677966117858887
1911,401,1910/1911,Unmatured debt payable in foreign currencies,all,271,6071.1005859375,842.389404296875,.1213524267077446,2.296610116958618
1911,521,1910/1911,Debt charges,all,13,291.2336120605469,40.40982437133789,.0058213341981173,.110169492661953
1911,530,1910/1911,Cash deficit (+) or surplus (-),all,4,89.61033630371094,12.4337911605835,.0017911797622219,.0338983051478863
1912,100,1911/1912,Net federal debt,all,340,7087.36328125,959.1776123046875,.1363339722156525,2.5
1912,200,1911/1912,Financial assets,all,168,3501.991455078125,473.9465942382813,.0673650205135345,1.235294103622437
1912,300,1911/1912,Gross federal debt,all,508,10589.3544921875,1433.124145507813,.2036989778280258,3.735294103622437
1912,310,1911/1912,Unmatured debt,all,287,5982.568359375,809.6587524414063,.1150819063186646,2.110294103622437
1912,311,1911/1912,Treasury bills,all,0,0,0,0,0
1912,312,1911/1912,Canada savings bonds,all,0,0,0,0,0
1912,313,1911/1912,Marketable bonds,all,287,5982.568359375,809.6587524414063,.1150819063186646,2.110294103622437
1912,320,1911/1912,Superannuation accounts,all,2,41.69037246704102,5.642220973968506,.0008019644883461,.0147058824077249
1912,330,1911/1912,Other liabilities,all,219,4565.095703125,617.8231811523438,.0878151133656502,1.610294103622437
1912,401,1911/1912,Unmatured debt payable in foreign currencies,all,282,5878.3427734375,795.55322265625,.1130769923329353,2.073529481887817
1912,521,1911/1912,Debt charges,all,12,250.1422424316406,33.85332870483398,.0048117870464921,.0882352963089943
1912,530,1911/1912,Cash deficit (+) or surplus (-),all,0,0,0,0,0
1913,100,1912/1913,Net federal debt,all,314,6626.38330078125,868.23681640625,.1184247881174088,1.857988119125366
1913,200,1912/1913,Financial assets,all,170,3587.5322265625,470.0644836425781,.0641153305768967,1.005917191505432
1913,300,1912/1913,Gross federal debt,all,484,10213.9150390625,1338.30126953125,.1825401186943054,2.863905429840088
1913,310,1912/1913,Unmatured debt,all,261,5507.9169921875,721.687255859375,.0984358936548233,1.544378757476807
1913,311,1912/1913,Treasury bills,all,0,0,0,0,0
1913,312,1912/1913,Canada savings bonds,all,0,0,0,0,0
1913,313,1912/1913,Marketable bonds,all,261,5507.9169921875,721.687255859375,.0984358936548233,1.544378757476807
1913,320,1912/1913,Superannuation accounts,all,2,42.20626068115234,5.530170440673828,.0007542980019934,.0118343196809292
1913,330,1912/1913,Other liabilities,all,221,4663.7919921875,611.0838623046875,.0833499282598495,1.307692289352417
1913,401,1912/1913,Unmatured debt payable in foreign currencies,all,259,5465.7109375,716.1571044921875,.0976815894246101,1.532544374465942
1913,521,1912/1913,Debt charges,all,13,274.3406982421875,35.94610977172852,.0049029369838536,.0769230797886848
1913,530,1912/1913,Cash deficit (+) or surplus (-),all,-26,-548.681396484375,-71.89221954345703,-.0098058739677072,-.1538461595773697
1914,100,1913/1914,Net federal debt,all,336,7481.599609375,949.5620727539063,.1372224390506744,2.061349630355835
1914,200,1913/1914,Financial assets,all,208,4631.46630859375,587.8241577148438,.0849472284317017,1.276073575019836
1914,300,1913/1914,Gross federal debt,all,544,12113.06640625,1537.38623046875,.2221696674823761,3.337423324584961
1914,310,1913/1914,Unmatured debt,all,312,6947.19970703125,881.7362060546875,.1274208426475525,1.914110422134399
1914,311,1913/1914,Treasury bills,all,0,0,0,0,0
1914,312,1913/1914,Canada savings bonds,all,0,0,0,0,0
1914,313,1913/1914,Marketable bonds,all,304,6769.06640625,859.1276245117188,.1241536363959312,1.865030646324158
1914,320,1913/1914,Superannuation accounts,all,2,44.53333282470703,5.65215539932251,.0008168002241291,.012269938364625
1914,330,1913/1914,Other liabilities,all,230,5121.3330078125,649.9978637695313,.0939320251345634,1.411042928695679
1914,401,1913/1914,Unmatured debt payable in foreign currencies,all,303,6746.7998046875,856.301513671875,.1237452328205109,1.858895659446716
1914,521,1913/1914,Debt charges,all,13,289.4666442871094,36.73900985717773,.0053092017769814,.0797545984387398
1914,530,1913/1914,Cash deficit (+) or surplus (-),all,22,489.8666381835938,62.1737060546875,.0089848022907972,.1349693238735199
1915,100,1914/1915,Net federal debt,all,449,9833.8359375,1232.155883789063,.1670027077198029,3.375939846038818
1915,200,1914/1915,Financial assets,all,251,5497.3115234375,688.7998657226563,.0933578610420227,1.887217998504639
1915,300,1914/1915,Gross federal debt,all,700,15331.1474609375,1920.955688476563,.2603605687618256,5.263157844543457
1915,310,1914/1915,Unmatured debt,all,421,9220.5908203125,1155.317749023438,.1565882861614227,3.165413618087769
1915,311,1914/1915,Treasury bills,all,15,328.5245971679688,41.16333770751953,.0055791554041207,.1127819567918777
1915,312,1914/1915,Canada savings bonds,all,0,0,0,0,0
1915,313,1914/1915,Marketable bonds,all,401,8782.5576171875,1100.433227539063,.1491494178771973,3.015037536621094
1915,320,1914/1915,Superannuation accounts,all,3,65.70491790771484,8.232666969299316,.0011158310808241,.0225563906133175
1915,330,1914/1915,Other liabilities,all,276,6044.8525390625,757.4053955078125,.1026564538478851,2.075187921524048
1915,401,1914/1915,Unmatured debt payable in foreign currencies,all,338,7402.75439453125,927.5472412109375,.125716969370842,2.541353464126587
1915,521,1914/1915,Debt charges,all,16,350.4262390136719,43.90755844116211,.0059510986320674,.120300754904747
1915,530,1914/1915,Cash deficit (+) or surplus (-),all,113,2474.88525390625,310.0971374511719,.0420296341180801,.8496240377426147
1916,100,1915/1916,Net federal debt,all,615,12838.125,1604.565063476563,.1896554827690125,3.575581312179565
1916,200,1915/1916,Financial assets,all,322,6721.74951171875,840.1136474609375,.0992992967367172,1.872093081474304
1916,300,1915/1916,Gross federal debt,all,937,19559.875,2444.6787109375,.2889547944068909,5.44767427444458
1916,310,1915/1916,Unmatured debt,all,646,13485.2490234375,1685.445434570313,.1992153525352478,3.755813837051392
1916,311,1915/1916,Treasury bills,all,0,0,0,0,0
1916,312,1915/1916,Canada savings bonds,all,0,0,0,0,0
1916,313,1915/1916,Marketable bonds,all,621,12963.375,1620.219360351563,.1915057897567749,3.610465049743652
1916,320,1915/1916,Superannuation accounts,all,4,83.5,10.43619537353516,.001233531627804,.0232558138668537
1916,330,1915/1916,Other liabilities,all,287,5991.125,748.7969970703125,.088505893945694,1.668604612350464
1916,401,1915/1916,Unmatured debt payable in foreign currencies,all,363,7577.62451171875,947.0846557617188,.1119429916143417,2.110465049743652
1916,521,1915/1916,Debt charges,all,21,438.3749694824219,54.79002380371094,.0064760409295559,.1220930218696594
1916,530,1915/1916,Cash deficit (+) or surplus (-),all,166,3465.249755859375,433.1020812988281,.0511915609240532,.9651162624359131
1917,100,1916/1917,Net federal debt,all,879,15869.513671875,1968.922241210938,.2201974391937256,3.772532224655151
1917,200,1916/1917,Financial assets,all,502,9063.134765625,1124.458374023438,.1257555335760117,2.15450644493103
1917,300,1916/1917,Gross federal debt,all,1381,24932.6484375,3093.380615234375,.345952957868576,5.927038669586182
1917,310,1916/1917,Unmatured debt,all,1079,19480.32421875,2416.91357421875,.2702992558479309,4.630901336669922
1917,311,1916/1917,Treasury bills,all,100,1805.405395507813,223.9957122802734,.0250509027391672,.4291845560073853
1917,312,1916/1917,Canada savings bonds,all,0,0,0,0,0
1917,313,1916/1917,Marketable bonds,all,979,17674.91796875,2192.91796875,.2452483475208282,4.201716899871826
1917,320,1916/1917,Superannuation accounts,all,4,72.21621704101563,8.95982837677002,.0010020361514762,.0171673819422722
1917,330,1916/1917,Other liabilities,all,298,5380.10791015625,667.5072021484375,.074651688337326,1.278970003128052
1917,401,1916/1917,Unmatured debt payable in foreign currencies,all,439,7925.7294921875,983.3411254882813,.1099734604358673,1.884120225906372
1917,521,1916/1917,Debt charges,all,36,649.9459228515625,80.63845062255859,.0090183252468705,.1545064449310303
1917,530,1916/1917,Cash deficit (+) or surplus (-),all,264,4766.27001953125,591.3486328125,.0661343857645988,1.133047223091125
1918,100,1917/1918,Net federal debt,all,1192,18958.4765625,2326.764404296875,.2797149121761322,4.567049980163574
1918,200,1917/1918,Financial assets,all,671,10672.095703125,1309.781005859375,.1574569642543793,2.570881128311157
1918,300,1917/1918,Gross federal debt,all,1863,29630.572265625,3636.54541015625,.4371718764305115,7.137930870056152
1918,310,1917/1918,Unmatured debt,all,1503,23904.857421875,2933.831298828125,.3526942133903503,5.758620738983154
1918,311,1917/1918,Treasury bills,all,75,1192.857177734375,146.3987731933594,.0175995118916035,.2873563170433044
1918,312,1917/1918,Canada savings bonds,all,0,0,0,0,0
1918,313,1917/1918,Marketable bonds,all,1428,22712,2787.4326171875,.335094690322876,5.471264362335205
1918,320,1917/1918,Superannuation accounts,all,5,79.52381134033203,9.759918212890625,.0011733007850125,.0191570874303579
1918,330,1917/1918,Other liabilities,all,355,5646.1904296875,692.9541625976563,.0833043530583382,1.360153198242188
1918,401,1917/1918,Unmatured debt payable in foreign currencies,all,546,8684,1065.782958984375,.1281244456768036,2.091953992843628
1918,521,1917/1918,Debt charges,all,48,763.4285888671875,93.69521331787109,.0112636871635914,.1839080452919006
1918,530,1917/1918,Cash deficit (+) or surplus (-),all,313,4978.1904296875,610.9708251953125,.0734486281871796,1.199233770370483
1919,100,1918/1919,Net federal debt,all,1575,22149.474609375,2665.079345703125,.3606280386447906,5.031949043273926
1919,200,1918/1919,Financial assets,all,1102,15497.6005859375,1864.70947265625,.2523251473903656,3.520766735076904
1919,300,1918/1919,Gross federal debt,all,2677,37647.07421875,4529.78857421875,.6129531860351563,8.552715301513672
1919,310,1918/1919,Unmatured debt,all,2278,32035.875,3854.635498046875,.5215941071510315,7.277955055236816
1919,311,1918/1919,Treasury bills,all,74,1040.673706054688,125.216423034668,.0169437937438488,.2364217191934586
1919,312,1918/1919,Canada savings bonds,all,0,0,0,0,0
1919,313,1918/1919,Marketable bonds,all,2204,30995.201171875,3729.4189453125,.5046502947807312,7.041533470153809
1919,320,1918/1919,Superannuation accounts,all,6,84.37895202636719,10.15268325805664,.0013738210545853,.0191693287342787
1919,330,1918/1919,Other liabilities,all,393,5526.8212890625,665.000732421875,.0899852812290192,1.255591034889221
1919,401,1918/1919,Unmatured debt payable in foreign currencies,all,439,6173.7265625,742.8380126953125,.1005179136991501,1.4025559425354
1919,521,1918/1919,Debt charges,all,77,1082.863159179688,130.2927703857422,.0176307037472725,.2460063844919205
1919,530,1918/1919,Cash deficit (+) or surplus (-),all,383,5386.189453125,648.07958984375,.0876955837011337,1.223642230033875
1920,100,1919/1920,Net federal debt,all,2249,28345.884765625,3312.983154296875,.4443885684013367,6.425714492797852
1920,200,1919/1920,Financial assets,all,793,9994.7919921875,1168.161743164063,.1566919237375259,2.265714168548584
1920,300,1919/1920,Gross federal debt,all,3042,38340.67578125,4481.14501953125,.6010804772377014,8.691428184509277
1920,310,1919/1920,Unmatured debt,all,2628,33122.71484375,3871.28515625,.5192766189575195,7.508571624755859
1920,311,1919/1920,Treasury bills,all,74,932.67919921875,109.0087890625,.0146219450980425,.2114285677671432
1920,312,1919/1920,Canada savings bonds,all,0,0,0,0,0
1920,313,1919/1920,Marketable bonds,all,2554,32190.03515625,3762.276123046875,.5046547055244446,7.29714298248291
1920,320,1919/1920,Superannuation accounts,all,8,100.8301849365234,11.78473377227783,.0015807508025318,.0228571426123381
1920,330,1919/1920,Other liabilities,all,406,5117.1318359375,598.0752563476563,.0802231058478355,1.159999966621399
1920,401,1919/1920,Unmatured debt payable in foreign currencies,all,411,5180.150390625,605.440673828125,.0812110751867294,1.174285769462585
1920,521,1919/1920,Debt charges,all,125,1575.471557617188,184.1364593505859,.0246992316097021,.3571428656578064
1920,530,1919/1920,Cash deficit (+) or surplus (-),all,390,4915.47119140625,574.5057373046875,.0770616009831429,1.114285707473755
1921,100,1920/1921,Net federal debt,all,2341,28432.5078125,3235.378662109375,.5746442079544067,5.356979370117188
1921,200,1920/1921,Financial assets,all,588,7141.52734375,812.6453247070313,.1443361043930054,1.345537781715393
1921,300,1920/1921,Gross federal debt,all,2929,35574.03515625,4048.02392578125,.7189803123474121,6.702517032623291
1921,310,1920/1921,Unmatured debt,all,2553,31007.345703125,3528.37353515625,.62668377161026,5.842105388641357
1921,311,1920/1921,Treasury bills,all,0,0,0,0,0
1921,312,1920/1921,Canada savings bonds,all,0,0,0,0,0
1921,313,1920/1921,Marketable bonds,all,2477,30084.291015625,3423.337646484375,.6080281138420105,5.668192386627197
1921,320,1920/1921,Superannuation accounts,all,9,109.3090896606445,12.43844890594482,.0022092259023339,.0205949656665325
1921,330,1920/1921,Other liabilities,all,367,4457.3818359375,507.2123107910156,.0900873243808746,.8398169279098511
1921,401,1920/1921,Unmatured debt payable in foreign currencies,all,472,5732.654296875,652.3275146484375,.1158616319298744,1.08009147644043
1921,521,1920/1921,Debt charges,all,140,1700.363647460938,193.4869842529297,.0343657359480858,.3203661441802979
1921,530,1920/1921,Cash deficit (+) or surplus (-),all,92,1117.3818359375,127.1485900878906,.0225831996649504,.210526317358017
1922,100,1921/1922,Net federal debt,all,2422,34423.3203125,3859.54931640625,.5720433592796326,6.131645679473877
1922,200,1921/1922,Financial assets,all,510,7248.5107421875,812.7044067382813,.1204550415277481,1.291139245033264
1922,300,1921/1922,Gross federal debt,all,2932,41671.828125,4672.25341796875,.6924983859062195,7.422784805297852
1922,310,1921/1922,Unmatured debt,all,2596,36896.33984375,4136.82470703125,.613139808177948,6.572151660919189
1922,311,1921/1922,Treasury bills,all,144,2046.638305664063,229.469482421875,.0340108349919319,.3645569682121277
1922,312,1921/1922,Canada savings bonds,all,0,0,0,0,0
1922,313,1921/1922,Marketable bonds,all,2452,34849.703125,3907.35546875,.5791289210319519,6.207594871520996
1922,320,1921/1922,Superannuation accounts,all,10,142.1276550292969,15.93537998199463,.0023618636187166,.0253164563328028
1922,330,1921/1922,Other liabilities,all,326,4633.36181640625,519.493408203125,.0769967511296272,.8253164291381836
1922,401,1921/1922,Unmatured debt payable in foreign currencies,all,447,6353.1064453125,712.3115234375,.1055753007531166,1.131645560264587
1922,521,1921/1922,Debt charges,all,135,1918.723388671875,215.1276397705078,.0318851582705975,.3417721390724182
1922,530,1921/1922,Cash deficit (+) or surplus (-),all,81,1151.234008789063,129.0765838623047,.0191310942173004,.2050632983446121
1923,100,1922/1923,Net federal debt,all,2454,35636.34765625,3955.199462890625,.5387171506881714,5.985365867614746
1923,200,1922/1923,Financial assets,all,468,6796.173828125,754.2922973632813,.102738231420517,1.141463398933411
1923,300,1922/1923,Gross federal debt,all,2922,42432.5234375,4709.4921875,.6414554119110107,7.126829147338867
1923,310,1922/1923,Unmatured debt,all,2582,37495.1328125,4161.501953125,.566816508769989,6.297561168670654
1923,311,1922/1923,Treasury bills,all,95,1379.565185546875,153.1148986816406,.0208549834787846,.2317073196172714
1923,312,1922/1923,Canada savings bonds,all,0,0,0,0,0
1923,313,1922/1923,Marketable bonds,all,2487,36115.56640625,4008.386962890625,.5459614992141724,6.065853595733643
1923,320,1922/1923,Superannuation accounts,all,12,174.2608795166016,19.34082984924316,.0026343136560172,.0292682927101851
1923,330,1922/1923,Other liabilities,all,328,4763.13037109375,528.6492919921875,.072004571557045,.800000011920929
1923,401,1922/1923,Unmatured debt payable in foreign currencies,all,547,7943.3916015625,881.6195068359375,.1200807988643646,1.3341463804245
1923,521,1922/1923,Debt charges,all,138,2004,222.4195404052734,.0302946083247662,.3365853726863861
1923,530,1922/1923,Cash deficit (+) or surplus (-),all,31,450.1739196777344,49.96380996704102,.0068053104914725,.0756097584962845
1924,100,1923/1924,Net federal debt,all,2418,35113.56640625,3840.486328125,.5371513366699219,5.926470756530762
1924,200,1923/1924,Financial assets,all,437,6346,694.0828857421875,.0970782116055489,1.071078419685364
1924,300,1923/1924,Gross federal debt,all,2855,41459.56640625,4534.5693359375,.6342295408248901,6.997549057006836
1924,310,1923/1924,Unmatured debt,all,2535,36812.609375,4026.316162109375,.5631424784660339,6.213235378265381
1924,311,1923/1924,Treasury bills,all,91,1321.478271484375,144.534423828125,.0202153716236353,.2230392098426819
1924,312,1923/1924,Canada savings bonds,all,0,0,0,0,0
1924,313,1923/1924,Marketable bonds,all,2444,35491.1328125,3881.781982421875,.5429271459579468,5.990196228027344
1924,320,1923/1924,Superannuation accounts,all,14,203.3043518066406,22.2360668182373,.0031100572086871,.034313727170229
1924,330,1923/1924,Other liabilities,all,306,4443.65234375,486.0168762207031,.0679769665002823,.75
1924,401,1923/1924,Unmatured debt payable in foreign currencies,all,547,7943.3916015625,868.7948608398438,.1215143799781799,1.340686321258545
1924,521,1923/1924,Debt charges,all,136,1974.95654296875,216.0074920654297,.0302119851112366,.3333333432674408
1924,530,1923/1924,Cash deficit (+) or surplus (-),all,-36,-522.7825927734375,-57.17845153808594,-.0079972902312875,-.0882352963089943
1925,100,1924/1925,Net federal debt,all,2418,35113.56640625,3778.08984375,.4840115904808044,6.849858283996582
1925,200,1924/1925,Financial assets,all,440,6389.5654296875,687.4935913085938,.0880749002099037,1.246458888053894
1925,300,1924/1925,Gross federal debt,all,2858,41503.1328125,4465.58349609375,.57208651304245,8.096317291259766
1925,310,1924/1925,Unmatured debt,all,2538,36856.17578125,3965.588134765625,.5080320239067078,7.189801692962646
1925,311,1924/1925,Treasury bills,all,24,348.5217590332031,37.49965286254883,.0048040854744613,.0679886713624001
1925,312,1924/1925,Canada savings bonds,all,0,0,0,0,0
1925,313,1924/1925,Marketable bonds,all,2416,35084.5234375,3774.96484375,.4836112558841705,6.844192504882813
1925,320,1924/1925,Superannuation accounts,all,16,232.3478240966797,24.99976539611816,.0032027235720307,.0453257784247398
1925,330,1924/1925,Other liabilities,all,304,4414.60888671875,474.9955749511719,.0608517490327358,.8611897826194763
1925,401,1924/1925,Unmatured debt payable in foreign currencies,all,613,8901.826171875,957.8035278320313,.1227043494582176,1.736543893814087
1925,521,1924/1925,Debt charges,all,135,1960.434814453125,210.9355316162109,.0270229801535606,.3824362754821777
1925,530,1924/1925,Cash deficit (+) or surplus (-),all,-1,-14.52173900604248,-1.562485337257385,-.0002001702232519,-.0028328611515462
1926,100,1925/1926,Net federal debt,all,2390,34706.95703125,3672.30517578125,.446395218372345,6.240209102630615
1926,200,1925/1926,Financial assets,all,421,6113.65234375,646.87890625,.0786327943205833,1.09921669960022
1926,300,1925/1926,Gross federal debt,all,2811,40820.609375,4319.18408203125,.5250279903411865,7.339425563812256
1926,310,1925/1926,Unmatured debt,all,2514,36507.65234375,3862.8349609375,.4695554673671722,6.563968658447266
1926,311,1925/1926,Treasury bills,all,0,0,0,0,0
1926,312,1925/1926,Canada savings bonds,all,0,0,0,0,0
1926,313,1925/1926,Marketable bonds,all,2444,35491.1328125,3755.27783203125,.4564811289310455,6.381201267242432
1926,320,1925/1926,Superannuation accounts,all,19,275.9130554199219,29.19405937194824,.0035487485583872,.0496083535254002
1926,330,1925/1926,Other liabilities,all,278,4037.04345703125,427.1551818847656,.0519237965345383,.7258485555648804
1926,401,1925/1926,Unmatured debt payable in foreign currencies,all,593,8611.3916015625,911.1619262695313,.1107583120465279,1.548302888870239
1926,521,1925/1926,Debt charges,all,131,1902.347900390625,201.2853546142578,.0244676880538464,.3420365452766418
1926,530,1925/1926,Cash deficit (+) or surplus (-),all,-27,-392.0869750976563,-41.48629379272461,-.0050429585389793,-.0704960823059082
1927,100,1926/1927,Net federal debt,all,2348,34097.04296875,3538.138916015625,.406439334154129,5.855361461639404
1927,200,1926/1927,Financial assets,all,423,6142.69580078125,637.407470703125,.073221392929554,1.054862856864929
1927,300,1926/1927,Gross federal debt,all,2771,40239.73828125,4175.54638671875,.4796607196331024,6.910224437713623
1927,310,1926/1927,Unmatured debt,all,2481,36028.43359375,3738.552978515625,.429461658000946,6.187032222747803
1927,311,1926/1927,Treasury bills,all,0,0,0,0,0
1927,312,1926/1927,Canada savings bonds,all,0,0,0,0,0
1927,313,1926/1927,Marketable bonds,all,2481,36028.43359375,3738.552978515625,.429461658000946,6.187032222747803
1927,320,1926/1927,Superannuation accounts,all,23,334,34.65808868408203,.0039813052862883,.0573566071689129
1927,330,1926/1927,Other liabilities,all,267,3877.304443359375,402.335205078125,.0462177619338036,.665835440158844
1927,401,1926/1927,Unmatured debt payable in foreign currencies,all,538,7812.69580078125,810.6979370117188,.0931279212236404,1.341645836830139
1927,521,1926/1927,Debt charges,all,130,1887.826171875,195.8935546875,.0225030295550823,.3241895139217377
1927,530,1926/1927,Cash deficit (+) or surplus (-),all,-42,-609.9130249023438,-63.2886848449707,-.0072702094912529,-.1047381535172462
1928,100,1927/1928,Net federal debt,all,2297,33356.43359375,3391.60498046875,.3658225834369659,5.329466342926025
1928,200,1927/1928,Financial assets,all,429,6229.826171875,633.4342651367188,.068322978913784,.9953595995903015
1928,300,1927/1928,Gross federal debt,all,2726,39586.26171875,4025.039306640625,.4341455698013306,6.324825763702393
1928,310,1927/1928,Unmatured debt,all,2409,34982.87109375,3556.97705078125,.3836598098278046,5.589327335357666
1928,311,1927/1928,Treasury bills,all,0,0,0,0,0
1928,312,1927/1928,Canada savings bonds,all,0,0,0,0,0
1928,313,1927/1928,Marketable bonds,all,2409,34982.87109375,3556.97705078125,.3836598098278046,5.589327335357666
1928,320,1927/1928,Superannuation accounts,all,27,392.0869750976563,39.86649322509766,.0043000476434827,.0626450106501579
1928,330,1927/1928,Other liabilities,all,290,4211.30419921875,428.1956787109375,.0461856983602047,.6728538274765015
1928,401,1927/1928,Unmatured debt payable in foreign currencies,all,532,7725.5654296875,785.517578125,.084726870059967,1.234338760375977
1928,521,1927/1928,Debt charges,all,129,1873.304321289063,190.4732513427734,.0205446723848581,.2993039488792419
1928,530,1927/1928,Cash deficit (+) or surplus (-),all,-51,-740.6087036132813,-75.30337524414063,-.008122312836349,-.1183294653892517
1929,100,1928/1929,Net federal debt,all,2226,32325.392578125,3223.19189453125,.3478125035762787,4.818181991577148
1929,200,1928/1929,Financial assets,all,473,6868.78271484375,684.89208984375,.0739062502980232,1.023809552192688
1929,300,1928/1929,Gross federal debt,all,2699,39194.17578125,3908.083984375,.4217187464237213,5.841991424560547
1929,310,1928/1929,Unmatured debt,all,2358,34242.26171875,3414.32470703125,.3684374988079071,5.103896141052246
1929,311,1928/1929,Treasury bills,all,0,0,0,0,0
1929,312,1928/1929,Canada savings bonds,all,0,0,0,0,0
