date,itemid,fiscalyear,Item,sheet,Nominal millions of dollars,Real 2019 millions of dollars,Real 2019 per capita dollars,Share of GDP,Share of Total revenue
1988,312,1987/1988,Canada savings bonds,all,53323,102208.8046875,3842.10009765625,.0850590392947197,.5172520875930786
1988,313,1987/1988,Marketable bonds,all,110222,211272.03125,7941.86279296875,.1758223921060562,1.06919264793396
1988,320,1987/1988,Superannuation accounts,all,57388,110000.5390625,4134.99658203125,.0915433838963509,.5566840171813965
1988,330,1987/1988,Other liabilities,all,40448,77530.1796875,2914.413330078125,.0645212754607201,.3923600018024445
1988,401,1987/1988,Unmatured debt payable in foreign currencies,all,11294,21648.185546875,813.7703857421875,.018015805631876,.1095558181405067
1988,521,1987/1988,Debt charges,all,29016,55617.4765625,2090.69970703125,.0462853386998177,.2814655303955078
1988,530,1987/1988,Cash deficit (+) or surplus (-),all,27631,52962.7265625,1990.90576171875,.044076032936573,.2680305242538452
1989,100,1988/1989,Net federal debt,all,333519,612904.3125,22672.98828125,.4966191649436951,3.034970760345459
1989,200,1988/1989,Financial assets,all,46474,85404.7734375,3159.353759765625,.0692010894417763,.4229061305522919
1989,300,1988/1989,Gross federal debt,all,379993,698309.0625,25832.341796875,.5658202767372131,3.457876920700073
1989,310,1988/1989,Unmatured debt,all,277624,510186.65625,18873.185546875,.4133899509906769,2.526335000991821
1989,311,1988/1989,Treasury bills,all,102700,188730.6875,6981.6591796875,.1529231816530228,.9345539212226868
1989,312,1988/1989,Canada savings bonds,all,47755,87758.8515625,3246.4375,.0711085349321365,.434563010931015
1989,313,1988/1989,Marketable bonds,all,121121,222582.765625,8233.939453125,.1803525686264038,1.102182149887085
1989,320,1988/1989,Superannuation accounts,all,63213,116165.859375,4297.28955078125,.094125933945179,.5752283930778503
1989,330,1988/1989,Other liabilities,all,39156,71956.5625,2661.867919921875,.0583043843507767,.3563134670257568
1989,401,1988/1989,Unmatured debt payable in foreign currencies,all,8415,15464.1552734375,572.0609741210938,.0125301713123918,.0765751823782921
1989,521,1988/1989,Debt charges,all,33190,60992.91015625,2256.292724609375,.0494208410382271,.3020237982273102
1989,530,1988/1989,Cash deficit (+) or surplus (-),all,26667,49005.66015625,1812.85205078125,.0397079139947891,.2426655292510986
1990,100,1989/1990,Net federal debt,all,362920,632152.75,23017.8828125,.5218108892440796,3.003931522369385
1990,200,1989/1990,Financial assets,all,43686,76094.5234375,2770.74609375,.0628122761845589,.361594170331955
1990,300,1989/1990,Gross federal debt,all,406606,708247.25,25788.62890625,.5846231579780579,3.365525722503662
1990,310,1989/1990,Unmatured debt,all,295985,515561.9375,18772.587890625,.4255709052085876,2.449902772903442
1990,311,1989/1990,Treasury bills,all,118550,206496.5,7518.9296875,.170452669262886,.9812523126602173
1990,312,1989/1990,Canada savings bonds,all,40929,71292.2421875,2595.8857421875,.0588482245802879,.3387741446495056
1990,313,1989/1990,Marketable bonds,all,131810,229593.453125,8359.93359375,.1895180642604828,1.091006875038147
1990,320,1989/1990,Superannuation accounts,all,69597,121227.640625,4414.12841796875,.1000674366950989,.5760625600814819
1990,330,1989/1990,Other liabilities,all,41024,71457.71875,2601.9111328125,.0589848197996616,.339560478925705
1990,401,1989/1990,Unmatured debt payable in foreign currencies,all,5751,10017.3876953125,364.7521057128906,.0082688592374325,.0476017035543919
1990,521,1989/1990,Debt charges,all,38771,67533.328125,2459.0166015625,.0557454265654087,.3209121525287628
1990,530,1989/1990,Cash deficit (+) or surplus (-),all,28023,48811.90625,1777.334106445313,.0402918197214603,.2319496721029282
1991,100,1990/1991,Net federal debt,all,395075,643683.1875,23108.46875,.5629669427871704,3.124579906463623
1991,200,1990/1991,Financial assets,all,49482,80619.453125,2894.268798828125,.0705099776387215,.3913445770740509
1991,300,1990/1991,Gross federal debt,all,444557,724302.625,26002.736328125,.6334769129753113,3.515924453735352
1991,310,1990/1991,Unmatured debt,all,325212,529857.625,19022.087890625,.4634148180484772,2.572045564651489
1991,311,1990/1991,Treasury bills,all,139150,226712.6875,8139.07080078125,.1982834935188293,1.100513339042664
1991,312,1990/1991,Canada savings bonds,all,34444,56118.515625,2014.675903320313,.0490813963115215,.2724116444587708
1991,313,1990/1991,Marketable bonds,all,147104,239671.890625,8604.310546875,.2096176445484161,1.163420081138611
1991,320,1990/1991,Superannuation accounts,all,76107,123998.71875,4451.60107421875,.1084496006369591,.6019170880317688
1991,330,1990/1991,Other liabilities,all,43238,70446.3046875,2529.048828125,.0616125166416168,.3419618606567383
1991,401,1990/1991,Unmatured debt payable in foreign currencies,all,4526,7374.068359375,264.7318420410156,.0064493790268898,.0357953496277332
1991,521,1990/1991,Debt charges,all,42484,69217.8359375,2484.9462890625,.0605380944907665,.3359985947608948
1991,530,1990/1991,Cash deficit (+) or surplus (-),all,32369,52737.78515625,1893.306396484375,.0461245998740196,.256000816822052
1992,100,1991/1992,Net federal debt,all,428682,687538,24396.806640625,.5966877937316895,3.294993877410889
1992,200,1991/1992,Financial assets,all,47422,76057.375,2698.8427734375,.0660072714090347,.364501416683197
1992,300,1991/1992,Gross federal debt,all,476104,763595.375,27095.6484375,.662695050239563,3.65949535369873
1992,310,1991/1992,Unmatured debt,all,352905,566003.75,20084.24609375,.4912128448486328,2.712546348571777
1992,311,1991/1992,Treasury bills,all,152300,244265.078125,8667.5751953125,.2119882702827454,1.170629024505615
1992,312,1991/1992,Canada savings bonds,all,35598,57093.5546875,2025.9248046875,.0495493002235889,.2736181914806366
1992,313,1991/1992,Marketable bonds,all,161499,259018.8125,9191.1015625,.2247924655675888,1.24133563041687
1992,320,1991/1992,Superannuation accounts,all,81881,131324.15625,4659.94580078125,.1139711812138557,.6293649077415466
1992,330,1991/1992,Other liabilities,all,41318,66267.5234375,2351.456787109375,.0575110390782356,.3175840377807617
1992,401,1991/1992,Unmatured debt payable in foreign currencies,all,3444,5523.63037109375,196.0021667480469,.0047937463968992,.0264717414975166
1992,521,1991/1992,Debt charges,all,41139,65980.4375,2341.269775390625,.0572618842124939,.3162081837654114
1992,530,1991/1992,Cash deficit (+) or surplus (-),all,38617,61935.55078125,2197.73974609375,.0537514835596085,.2968232333660126
1993,100,1992/1993,Net federal debt,all,471061,740397.125,25948.251953125,.630572497844696,3.599375009536743
1993,200,1992/1993,Financial assets,all,43296,68051.1328125,2384.947021484375,.0579569675028324,.3308245539665222
1993,300,1992/1993,Gross federal debt,all,514357,808448.25,28333.19921875,.6885294914245605,3.93019962310791
1993,310,1992/1993,Unmatured debt,all,383798,603240.1875,21141.396484375,.5137603878974915,2.932598829269409
1993,311,1992/1993,Treasury bills,all,162050,254704.5,8926.4755859375,.2169236540794373,1.238223314285278
1993,312,1992/1993,Canada savings bonds,all,34369,54019.984375,1893.205932617188,.0460070930421352,.2626133859157562
1993,313,1992/1993,Marketable bonds,all,181322,284995.53125,9988.0673828125,.2427215725183487,1.385480523109436
1993,320,1992/1993,Superannuation accounts,all,87911,138175.421875,4842.55078125,.1176795810461044,.6717275381088257
1993,330,1992/1993,Other liabilities,all,42648,67032.625,2349.252197265625,.0570895411074162,.3258731663227081
1993,401,1992/1993,Unmatured debt payable in foreign currencies,all,5409,8501.67578125,297.953125,.0072406050749123,.0413301438093185
1993,521,1992/1993,Debt charges,all,39292,61757.78515625,2164.387939453125,.0525971278548241,.3002299964427948
1993,530,1992/1993,Cash deficit (+) or surplus (-),all,40601,63815.22265625,2236.493896484375,.0543493814766407,.3102320432662964
1994,100,1993/1994,Net federal debt,all,513219,796353.8125,27616.87109375,.648026704788208,3.969917297363281
1994,200,1993/1994,Financial assets,all,44385,68871.5,2388.405029296875,.0560436472296715,.3433325290679932
1994,300,1993/1994,Gross federal debt,all,557604,865225.3125,30005.27734375,.7040703296661377,4.313250064849854
1994,310,1993/1994,Unmatured debt,all,414942,643858.9375,22328.478515625,.5239351987838745,3.209712505340576
1994,311,1993/1994,Treasury bills,all,166000,257579.578125,8932.640625,.2096033692359924,1.284064412117004
1994,312,1993/1994,Canada savings bonds,all,31331,48615.81640625,1685.955078125,.0395607426762581,.2423555552959442
1994,313,1993/1994,Marketable bonds,all,208464,323470.28125,11217.673828125,.26322141289711,1.612537384033203
1994,320,1993/1994,Superannuation accounts,all,94097,146008.828125,5063.4619140625,.118813544511795,.7278711795806885
1994,330,1993/1994,Other liabilities,all,48565,75357.5390625,2613.33544921875,.0613216124475002,.3756662011146545
1994,401,1993/1994,Unmatured debt payable in foreign currencies,all,10668,16553.3671875,574.056640625,.0134701728820801,.0825204774737358
1994,521,1993/1994,Debt charges,all,37899,58807.27734375,2039.386352539063,.0478539653122425,.2931611835956573
1994,530,1993/1994,Cash deficit (+) or surplus (-),all,40432,62737.6953125,2175.689697265625,.0510523095726967,.3127547800540924
1995,100,1994/1995,Net federal debt,all,550685,849555.6875,29152.375,.662182629108429,4.029953002929688
1995,200,1994/1995,Financial assets,all,45192,69718.84375,2392.3916015625,.0543420612812042,.3307183384895325
1995,300,1994/1995,Gross federal debt,all,595877,919274.5,31544.767578125,.7165247201919556,4.360671043395996
1995,310,1994/1995,Unmatured debt,all,441991,681870.6875,23398.291015625,.5314812660217285,3.234522342681885
1995,311,1994/1995,Treasury bills,all,164450,253701.171875,8705.7177734375,.1977463364601135,1.203457117080688
1995,312,1994/1995,Canada savings bonds,all,31386,48419.9765625,1661.524169921875,.0377407483756542,.2296850234270096
1995,313,1994/1995,Marketable bonds,all,233621,360413.03125,12367.5185546875,.2809224426746368,1.709655523300171
1995,320,1994/1995,Superannuation accounts,all,101033,155866.15625,5348.52392578125,.1214892342686653,.7393668293952942
1995,330,1994/1995,Other liabilities,all,52853,81537.65625,2797.95263671875,.0635541900992393,.3867821097373962
1995,401,1994/1995,Unmatured debt payable in foreign currencies,all,16921,26104.455078125,895.7704467773438,.0203470084816217,.123829111456871
1995,521,1994/1995,Debt charges,all,41927,64681.84375,2219.5478515625,.0504159964621067,.3068248331546783
1995,530,1994/1995,Cash deficit (+) or surplus (-),all,36735,56672.01171875,1944.691650390625,.0441727675497532,.2688294053077698
1996,100,1995/1996,Net federal debt,all,578718,878599.1875,29836.7734375,.6730577945709229,4.059669017791748
1996,200,1995/1996,Financial assets,all,56221,85353.703125,2898.567626953125,.0653858780860901,.3943866491317749
1996,300,1995/1996,Gross federal debt,all,634939,963952.9375,32735.341796875,.7384436726570129,4.454055786132813
1996,310,1995/1996,Unmatured debt,all,470581,714427.5625,24261.58984375,.5472928285598755,3.301095008850098
1996,311,1995/1996,Treasury bills,all,166100,252170.015625,8563.5634765625,.1931768208742142,1.165180683135986
1996,312,1995/1996,Canada savings bonds,all,31428,47713.421875,1620.323120117188,.0365512408316135,.2204653769731522
1996,313,1995/1996,Marketable bonds,all,262279,398187.25,13522.232421875,.3050344586372375,1.839870095252991
1996,320,1995/1996,Superannuation accounts,all,107882,163784.5,5562.03662109375,.1254684031009674,.7567852139472961
1996,330,1995/1996,Other liabilities,all,56476,85740.84375,2911.714599609375,.0656824484467506,.3961754441261292
1996,401,1995/1996,Unmatured debt payable in foreign currencies,all,16809,25519.12109375,866.6160888671875,.0195491220802069,.1179140359163284
1996,521,1995/1996,Debt charges,all,46692,70886.953125,2407.2841796875,.0543035045266151,.327541321516037
1996,530,1995/1996,Cash deficit (+) or surplus (-),all,33212,50421.859375,1712.300170898438,.0386260598897934,.2329800128936768
1997,100,1996/1997,Net federal debt,all,588402,874421.6875,29390.806640625,.6487872004508972,3.857336759567261
1997,200,1996/1997,Financial assets,all,62722,93210.890625,3132.9775390625,.0691588968038559,.4111812710762024
1997,300,1996/1997,Gross federal debt,all,651124,967632.5625,32523.78515625,.7179461121559143,4.268517971038818
1997,310,1996/1997,Unmatured debt,all,477940,710264.5625,23873.20703125,.5269889831542969,3.133190393447876
1997,311,1996/1997,Treasury bills,all,135400,201217.359375,6763.25927734375,.1492955386638641,.8876302242279053
1997,312,1996/1997,Canada savings bonds,all,33493,49773.80078125,1672.982543945313,.0369302444159985,.2195671945810318
1997,313,1996/1997,Marketable bonds,all,295022,438430.90625,14736.4130859375,.3252988755702972,1.934050559997559
1997,320,1996/1997,Superannuation accounts,all,114205,169719.546875,5704.564453125,.1259253770112991,.7486839890480042
1997,330,1996/1997,Other liabilities,all,58979,87648.4375,2946.013916015625,.0650317668914795,.3866435885429382
1997,401,1996/1997,Unmatured debt payable in foreign currencies,all,23016,34203.9765625,1149.654174804688,.0253780353814363,.1508840173482895
1997,521,1996/1997,Debt charges,all,44916,66749.46875,2243.56396484375,.0495255403220654,.2944519817829132
1997,530,1996/1997,Cash deficit (+) or surplus (-),all,13500,20062.291015625,674.3279418945313,.0148854479193687,.0885007977485657
1998,100,1997/1998,Net federal debt,all,581581,854776.9375,28465.515625,.6183426976203918,3.520913600921631
1998,200,1997/1998,Financial assets,all,64144,94275.453125,3139.53173828125,.0681985393166542,.3883302211761475
1998,300,1997/1998,Gross federal debt,all,645725,949052.375,31605.046875,.6865412592887878,3.909243822097778
1998,310,1997/1998,Unmatured debt,all,468024,687876.875,22907.4609375,.4976077675819397,2.833435297012329
1998,311,1997/1998,Treasury bills,all,112300,165052.578125,5496.52978515625,.1193984746932983,.6798685193061829
1998,312,1997/1998,Canada savings bonds,all,30479,44796.41796875,1491.79638671875,.0324055776000023,.1845210343599319
1998,313,1997/1998,Marketable bonds,all,309256,454528.0625,15136.552734375,.3288040459156036,1.872247695922852
1998,320,1997/1998,Superannuation accounts,all,117456,172630.59375,5748.890625,.124880388379097,.7110831141471863
1998,330,1997/1998,Other liabilities,all,60245,88544.90625,2948.695068359375,.0640530809760094,.3647255301475525
1998,401,1997/1998,Unmatured debt payable in foreign currencies,all,27183,39952.1328125,1330.473510742188,.0289012361317873,.1645669192075729
1998,521,1997/1998,Debt charges,all,43443,63850.21875,2126.320068359375,.0461890287697315,.2630055844783783
1998,530,1997/1998,Cash deficit (+) or surplus (-),all,-4507,-6624.1494140625,-220.5953826904297,-.0047918874770403,-.0272855516523123
1999,100,1998/1999,Net federal debt,all,574468,838786.125,27719.1953125,.5699499845504761,3.391613006591797
1999,200,1998/1999,Financial assets,all,73921,107932.7421875,3566.831787109375,.0733396336436272,.4364236295223236
1999,300,1998/1999,Gross federal debt,all,648389,946718.875,31286.02734375,.6432896256446838,3.828036546707153
1999,310,1998/1999,Unmatured debt,all,461004,673116.25,22244.337890625,.4573783576488495,2.721730470657349
1999,311,1998/1999,Treasury bills,all,96950,141557.609375,4678.02587890625,.096187524497509,.5723850131034851
1999,312,1998/1999,Canada savings bonds,all,28217,41199.90625,1361.525024414063,.0279950834810734,.1665908992290497
1999,313,1998/1999,Marketable bonds,all,315421,460549.15625,15219.67578125,.3129403293132782,1.862220287322998
1999,320,1998/1999,Superannuation accounts,all,122407,178727.609375,5906.37548828125,.1214443072676659,.7226811051368713
1999,330,1998/1999,Other liabilities,all,64978,94874.984375,3135.314697265625,.0644669681787491,.3836248815059662
1999,401,1998/1999,Unmatured debt payable in foreign currencies,all,36000,52563.9375,1737.06982421875,.0357168726623058,.2125411033630371
1999,521,1998/1999,Debt charges,all,43967,64196.62890625,2121.4931640625,.0436212159693241,.2595776319503784
1999,530,1998/1999,Cash deficit (+) or surplus (-),all,-2786,-4067.86474609375,-134.4299011230469,-.0027640890330076,-.0164483208209276
2000,100,1999/2000,Net federal debt,all,561733,802647.4375,26294.00390625,.5078634023666382,3.114924430847168
2000,200,1999/2000,Financial assets,all,86479,123567.859375,4047.971435546875,.0781857594847679,.4795437455177307
2000,300,1999/2000,Gross federal debt,all,648212,926215.25,30341.9765625,.5860491991043091,3.594468116760254
2000,310,1999/2000,Unmatured debt,all,457331,653469.8125,21407.080078125,.4134734570980072,2.535993814468384
2000,311,1999/2000,Treasury bills,all,99850,142673.375,4673.85107421875,.09027449041605,.553688645362854
2000,312,1999/2000,Canada savings bonds,all,26899,38435.36328125,1259.107788085938,.0243194159120321,.1491604596376419
2000,313,1999/2000,Marketable bonds,all,315854,451316.53125,14784.72265625,.2855639457702637,1.751474976539612
2000,320,1999/2000,Superannuation accounts,all,128346,183390.65625,6007.71240234375,.1160377562046051,.7117047905921936
2000,330,1999/2000,Other liabilities,all,62535,89354.828125,2927.18359375,.056537963449955,.3467693626880646
2000,401,1999/2000,Unmatured debt payable in foreign currencies,all,32589,46565.67578125,1525.449462890625,.0294637512415648,.1807126700878143
2000,521,1999/2000,Debt charges,all,44140,63070.6328125,2066.136962890625,.0399070233106613,.2447653263807297
2000,530,1999/2000,Cash deficit (+) or surplus (-),all,-6999,-10000.7109375,-327.6142578125,-.0063278037123382,-.0388108864426613
2001,100,2000/2001,Net federal debt,all,545300,756511.75,24542.59375,.4764347076416016,2.813362598419189
2001,200,2000/2001,Financial assets,all,99600,138178.1875,4482.74755859375,.0870216339826584,.51386559009552
2001,300,2000/2001,Gross federal debt,all,644900,894689.9375,29025.341796875,.5634563565254211,3.32722806930542
2001,310,2000/2001,Unmatured debt,all,447741,621165.0625,20151.70703125,.3911963105201721,2.310027122497559
2001,311,2000/2001,Treasury bills,all,88700,123056.28125,3992.165771484375,.0774981826543808,.4576292932033539
2001,312,2000/2001,Canada savings bonds,all,26416,36647.7421875,1188.918334960938,.0230799540877342,.1362878829240799
2001,313,2000/2001,Marketable bonds,all,316651,439299.8125,14251.671875,.2766615152359009,1.633695363998413
2001,320,2000/2001,Superannuation accounts,all,129185,179222.390625,5814.294921875,.112870380282402,.6665033102035522
2001,330,2000/2001,Other liabilities,all,67974,94302.453125,3059.34033203125,.0593896433711052,.350697785615921
2001,401,2000/2001,Unmatured debt payable in foreign currencies,all,33664,46703.12109375,1515.132690429688,.0294126123189926,.1736824512481689
2001,521,2000/2001,Debt charges,all,45650,63331.671875,2054.5927734375,.0398849137127399,.2355217337608337
2001,530,2000/2001,Cash deficit (+) or surplus (-),all,-9213,-12781.482421875,-414.6541748046875,-.008049501106143,-.047532569617033
2002,100,2001/2002,Net federal debt,all,534690,731911.75,23481.744140625,.4479288756847382,2.780672788619995
2002,200,2001/2002,Financial assets,all,105836,144873.875,4647.953125,.0886625871062279,.5504035353660583
2002,300,2001/2002,Gross federal debt,all,640526,876785.625,28129.697265625,.5365914702415466,3.331076383590698
2002,310,2001/2002,Unmatured debt,all,444058,607849.875,19501.5,.3720031976699829,2.309338092803955
2002,311,2001/2002,Treasury bills,all,94201,128947.2734375,4136.98388671875,.078915536403656,.48989537358284
2002,312,2001/2002,Canada savings bonds,all,24021,32881.20703125,1054.919677734375,.0201232470571995,.1249219924211502
2002,313,2001/2002,Marketable bonds,all,314685,430757.34375,13819.8828125,.2636228501796722,1.636529564857483
2002,320,2001/2002,Superannuation accounts,all,126921,173736.125,5573.93359375,.1063262447714806,.6600567698478699
2002,330,2001/2002,Other liabilities,all,69547,95199.5859375,3054.264892578125,.0582620017230511,.3616814315319061
2002,401,2001/2002,Unmatured debt payable in foreign currencies,all,27547,37707.78125,1209.769409179688,.0230771042406559,.1432590633630753
2002,521,2001/2002,Debt charges,all,40139,54944.37109375,1762.766723632813,.0336258709430695,.2087441682815552
2002,530,2001/2002,Cash deficit (+) or surplus (-),all,-7347,-10056.958984375,-322.6549682617188,-.0061548436060548,-.0382083132863045
2003,100,2002/2003,Net federal debt,all,526492,689601.3125,21905.544921875,.4196001291275024,2.757744312286377
2003,200,2002/2003,Financial assets,all,103146,135101.03125,4291.55517578125,.0822046175599098,.5402746796607971
2003,300,2002/2003,Gross federal debt,all,629638,824702.3125,26197.1015625,.5018047690391541,3.298018932342529
2003,310,2002/2003,Unmatured debt,all,441366,578102.9375,18363.7421875,.3517569601535797,2.3118577003479
2003,311,2002/2003,Treasury bills,all,104600,137005.5,4352.05126953125,.0833634212613106,.5478906631469727
2003,312,2002/2003,Canada savings bonds,all,22584,29580.61328125,939.6436157226563,.0179988481104374,.1182940974831581
2003,313,2002/2003,Marketable bonds,all,303689,397773.0625,12635.46875,.242032065987587,1.590710997581482
2003,320,2002/2003,Superannuation accounts,all,125708,164652.828125,5230.283203125,.1001859307289124,.6584535241127014
2003,330,2002/2003,Other liabilities,all,62564,81946.578125,2603.07568359375,.0498618446290493,.3277077674865723
2003,401,2002/2003,Unmatured debt payable in foreign currencies,all,21603,28295.6953125,898.8275146484375,.0172170158475637,.1131556630134583
2003,521,2002/2003,Debt charges,all,36473,47772.48046875,1517.517822265625,.029068011790514,.1910441368818283
2003,530,2002/2003,Cash deficit (+) or surplus (-),all,-1665,-2180.823486328125,-69.27500152587891,-.0013269607443362,-.0087212044745684
2004,100,2003/2004,Net federal debt,all,523648,677244.6875,21311.9453125,.3920310437679291,2.626144647598267
2004,200,2003/2004,Financial assets,all,105182,136034.03125,4280.80126953125,.0787448957562447,.5274977684020996
2004,300,2003/2004,Gross federal debt,all,628830,813278.75,25592.74609375,.4707759320735931,3.153642416000366
2004,310,2003/2004,Unmatured debt,all,437946,566404.5625,17823.9609375,.3278699219226837,2.196341037750244
2004,311,2003/2004,Treasury bills,all,113400,146662.546875,4615.265625,.0848973318934441,.5687118172645569
2004,312,2003/2004,Canada savings bonds,all,21330,27586.525390625,868.1094970703125,.0159687846899033,.1069719865918159
2004,313,2003/2004,Marketable bonds,all,292145,377837.125,11890.0068359375,.2187154442071915,1.465135097503662
2004,320,2003/2004,Superannuation accounts,all,127560,164975.96875,5191.5634765625,.0954982712864876,.6397255659103394
2004,330,2003/2004,Other liabilities,all,63324,81898.2265625,2577.222900390625,.0474077500402927,.3175759017467499
2004,401,2003/2004,Unmatured debt payable in foreign currencies,all,20827,26935.986328125,847.6378784179688,.0155922109261155,.1044493913650513
2004,521,2003/2004,Debt charges,all,34670,44839.421875,1411.034057617188,.0259558241814375,.1738733649253845
2004,530,2003/2004,Cash deficit (+) or surplus (-),all,-2126,-2749.599365234375,-86.52605438232422,-.0015916378470138,-.0106620928272605
2005,100,2004/2005,Net federal debt,all,523344,663995.8125,20700.240234375,.3681398928165436,2.465765714645386
2005,200,2004/2005,Financial assets,all,102873,130520.734375,4069.017578125,.0723647475242615,.4846921563148499
2005,300,2004/2005,Gross federal debt,all,626217,794516.5625,24769.2578125,.4405046403408051,2.95045804977417
2005,310,2004/2005,Unmatured debt,all,432996,549366.25,17126.634765625,.304585725069046,2.040086030960083
2005,311,2004/2005,Treasury bills,all,127200,161385.765625,5031.24267578125,.0894772782921791,.5993102192878723
2005,312,2004/2005,Canada savings bonds,all,19080,24207.865234375,754.6864013671875,.0134215913712978,.0898965373635292
2005,313,2004/2005,Marketable bonds,all,276676,351034.34375,10943.5859375,.1946243345737457,1.303575158119202
2005,320,2004/2005,Superannuation accounts,all,129579,164404.140625,5125.34130859375,.0911507532000542,.6105190515518188
2005,330,2004/2005,Other liabilities,all,63642,80746.171875,2517.28271484375,.0447681806981564,.2998529970645905
2005,401,2004/2005,Unmatured debt payable in foreign currencies,all,16543,20989.03125,654.3384399414063,.0116369696334004,.0779433101415634
2005,521,2004/2005,Debt charges,all,32753,41555.56640625,1295.505493164063,.0230396948754787,.1543176770210266
2005,530,2004/2005,Cash deficit (+) or surplus (-),all,-5116,-6490.95556640625,-202.3572082519531,-.003598787356168,-.0241043325513601
2006,100,2005/2006,Net federal debt,all,514099,634784,19594.935546875,.3435103595256805,2.286571502685547
2006,200,2005/2006,Financial assets,all,105602,130392.125,4025.031005859375,.0705610811710358,.46968874335289
2006,300,2005/2006,Gross federal debt,all,619701,765176.125,23619.966796875,.4140714704990387,2.75626015663147
2006,310,2005/2006,Unmatured debt,all,428354,528910.3125,16326.7568359375,.2862173318862915,1.905201196670532
2006,311,2005/2006,Treasury bills,all,131600,162493.171875,5015.947265625,.0879324153065681,.5853207111358643
2006,312,2005/2006,Canada savings bonds,all,17342,21413.04296875,660.9921264648438,.01158756762743,.0771324634552002
2006,313,2005/2006,Marketable bonds,all,269577,332860.34375,10274.955078125,.1801258027553558,1.199004650115967
2006,320,2005/2006,Superannuation accounts,all,131062,161828.875,4995.44140625,.0875729322433472,.5829278230667114
2006,330,2005/2006,Other liabilities,all,60285,74436.9375,2297.76904296875,.0402811951935291,.2681311666965485
2006,401,2005/2006,Unmatured debt payable in foreign currencies,all,14333,17697.6796875,546.3037719726563,.009577015414834,.0637492537498474
2006,521,2005/2006,Debt charges,all,32076,39605.859375,1222.580078125,.0214325226843357,.1426652520895004
2006,530,2005/2006,Cash deficit (+) or surplus (-),all,-9541,-11780.7548828125,-363.6561889648438,-.0063750999979675,-.0424357540905476
2007,100,2006/2007,Net federal debt,all,508122,620521.9375,18965.939453125,.3220729827880859,2.195091724395752
2007,200,2006/2007,Financial assets,all,110643,135117.96875,4129.81201171875,.0701310336589813,.4779787659645081
2007,300,2006/2007,Gross federal debt,all,618765,755639.875,23095.751953125,.3922040164470673,2.673070430755615
2007,310,2006/2007,Unmatured debt,all,419647,512475.6875,15663.560546875,.2659931480884552,1.812878847122192
2007,311,2006/2007,Treasury bills,all,134100,163763.8125,5005.35791015625,.0849992483854294,.5793132185935974
2007,312,2006/2007,Canada savings bonds,all,15175,18531.810546875,566.4154052734375,.0096186697483063,.065556138753891
2007,313,2006/2007,Marketable bonds,all,264664,323209.4375,9878.732421875,.1677571982145309,1.143350839614868
2007,320,2006/2007,Superannuation accounts,all,134726,164528.28125,5028.7236328125,.0853960365056992,.5820175409317017
2007,330,2006/2007,Other liabilities,all,64392,78635.9375,2403.467529296875,.0408148504793644,.2781740128993988
2007,401,2006/2007,Unmatured debt payable in foreign currencies,all,10617,12965.55078125,396.2854919433594,.0067295827902853,.045865535736084
2007,521,2006/2007,Debt charges,all,32045,39133.56640625,1196.09765625,.0203117150813341,.1384346932172775
2007,530,2006/2007,Cash deficit (+) or surplus (-),all,-7492,-9149.2802734375,-279.6431274414063,-.0047488021664321,-.032365508377552
2008,100,2007/2008,Net federal debt,all,490412,586038,17731.53125,.2959564626216888,1.93668794631958
2008,200,2007/2008,Financial assets,all,103978,124252.78125,3759.469970703125,.0627491995692253,.4106199443340302
2008,300,2007/2008,Gross federal debt,all,594390,710290.75,21491,.3587056696414948,2.347307920455933
2008,310,2007/2008,Unmatured debt,all,394734,471703.625,14272.1591796875,.2382161915302277,1.558845639228821
2008,311,2007/2008,Treasury bills,all,117000,139813.953125,4230.29833984375,.0706077888607979,.4620451629161835
2008,312,2007/2008,Canada savings bonds,all,13068,15616.1435546875,472.4917907714844,.0078863464295864,.0516068898141384
2008,313,2007/2008,Marketable bonds,all,259998,310695.28125,9400.5908203125,.1569049954414368,1.026759147644043
2008,320,2007/2008,Superannuation accounts,all,137371,164157.125,4966.84033203125,.0829013884067535,.5424923300743103
2008,330,2007/2008,Other liabilities,all,62285,74430.0234375,2252.001220703125,.0375880859792233,.2459699362516403
2008,401,2007/2008,Unmatured debt payable in foreign currencies,all,9716,11610.533203125,351.2955627441406,.0058634639717638,.038369495421648
2008,521,2007/2008,Debt charges,all,31225,37313.59765625,1128.983520507813,.0188438314944506,.1233107671141624
2008,530,2007/2008,Cash deficit (+) or surplus (-),all,-12761,-15249.28125,-461.3917846679688,-.007701076567173,-.0503945164382458
2009,100,2008/2009,Net federal debt,all,553446,654339.75,19575.15625,.3522140979766846,2.349670171737671
2009,200,2008/2009,Financial assets,all,283511,335195.34375,10027.6669921875,.1804269552230835,1.203653693199158
2009,300,2008/2009,Gross federal debt,all,836957,989535.0625,29602.82421875,.5326410531997681,3.553323745727539
2009,310,2008/2009,Unmatured debt,all,544732,644037.1875,19266.9453125,.3466685116291046,2.312674522399902
2009,311,2008/2009,Treasury bills,all,192975,228154.53125,6825.4462890625,.1228096634149551,.8192806243896484
2009,312,2008/2009,Canada savings bonds,all,12472,14745.6572265625,441.1294860839844,.0079372050240636,.0529502183198929
2009,313,2008/2009,Marketable bonds,all,335468,396624.125,11865.3642578125,.2134924829006195,1.424238562583923
