"date","itemid","fiscalyear","Item","Normalization","Value"
1902,330,"1901/1902","Other liabilities","Share of Total revenue",2.22413802146912
1902,401,"1901/1902","Unmatured debt payable in foreign currencies","Share of Total revenue",3.93103456497192
1902,521,"1901/1902","Debt charges","Share of Total revenue",0.189655169844627
1902,530,"1901/1902","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0517241396009922
1903,100,"1902/1903","Net federal debt","Share of Total revenue",3.79710149765015
1903,200,"1902/1903","Financial assets","Share of Total revenue",1.43478262424469
1903,300,"1902/1903","Gross federal debt","Share of Total revenue",5.23188400268555
1903,310,"1902/1903","Unmatured debt","Share of Total revenue",3.4347825050354
1903,311,"1902/1903","Treasury bills","Share of Total revenue",0
1903,312,"1902/1903","Canada savings bonds","Share of Total revenue",0
1903,313,"1902/1903","Marketable bonds","Share of Total revenue",3.4347825050354
1903,320,"1902/1903","Superannuation accounts","Share of Total revenue",0
1903,330,"1902/1903","Other liabilities","Share of Total revenue",1.79710149765015
1903,401,"1902/1903","Unmatured debt payable in foreign currencies","Share of Total revenue",3.30434775352478
1903,521,"1902/1903","Debt charges","Share of Total revenue",0.159420296549797
1903,530,"1902/1903","Cash deficit (+) or surplus (-)","Share of Total revenue",-0.144927531480789
1904,100,"1903/1904","Net federal debt","Share of Total revenue",3.67605638504028
1904,200,"1903/1904","Financial assets","Share of Total revenue",1.46478867530823
1904,300,"1903/1904","Gross federal debt","Share of Total revenue",5.14084529876709
1904,310,"1903/1904","Unmatured debt","Share of Total revenue",3.12676048278809
1904,311,"1903/1904","Treasury bills","Share of Total revenue",0
1904,312,"1903/1904","Canada savings bonds","Share of Total revenue",0
1904,313,"1903/1904","Marketable bonds","Share of Total revenue",3.05633807182312
1904,320,"1903/1904","Superannuation accounts","Share of Total revenue",0
1904,330,"1903/1904","Other liabilities","Share of Total revenue",2.01408457756042
1904,401,"1903/1904","Unmatured debt payable in foreign currencies","Share of Total revenue",2.94366192817688
1904,521,"1903/1904","Debt charges","Share of Total revenue",0.154929578304291
1904,530,"1903/1904","Cash deficit (+) or surplus (-)","Share of Total revenue",-0.0140845067799091
1905,100,"1904/1905","Net federal debt","Share of Total revenue",3.74647879600525
1905,200,"1904/1905","Financial assets","Share of Total revenue",1.56338024139404
1905,300,"1904/1905","Gross federal debt","Share of Total revenue",5.30985927581787
1905,310,"1904/1905","Unmatured debt","Share of Total revenue",3.09859156608581
1905,311,"1904/1905","Treasury bills","Share of Total revenue",0
1905,312,"1904/1905","Canada savings bonds","Share of Total revenue",0
1905,313,"1904/1905","Marketable bonds","Share of Total revenue",3.05633807182312
1905,320,"1904/1905","Superannuation accounts","Share of Total revenue",0
1905,330,"1904/1905","Other liabilities","Share of Total revenue",2.21126770973206
1905,401,"1904/1905","Unmatured debt payable in foreign currencies","Share of Total revenue",2.95774650573731
1905,521,"1904/1905","Debt charges","Share of Total revenue",0.154929578304291
1905,530,"1904/1905","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0845070406794548
1906,100,"1905/1906","Net federal debt","Share of Total revenue",3.33750009536743
1906,200,"1905/1906","Financial assets","Share of Total revenue",1.5625
1906,300,"1905/1906","Gross federal debt","Share of Total revenue",4.90000009536743
1906,310,"1905/1906","Unmatured debt","Share of Total revenue",2.70000004768372
1906,311,"1905/1906","Treasury bills","Share of Total revenue",0
1906,312,"1905/1906","Canada savings bonds","Share of Total revenue",0
1906,313,"1905/1906","Marketable bonds","Share of Total revenue",2.66249990463257
1906,320,"1905/1906","Superannuation accounts","Share of Total revenue",0
1906,330,"1905/1906","Other liabilities","Share of Total revenue",2.20000004768372
1906,401,"1905/1906","Unmatured debt payable in foreign currencies","Share of Total revenue",2.5625
1906,521,"1905/1906","Debt charges","Share of Total revenue",0.137500002980232
1906,530,"1905/1906","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0125000001862645
1907,100,"1906/1907","Net federal debt","Share of Total revenue",3.88235282897949
1907,200,"1906/1907","Financial assets","Share of Total revenue",1.70588231086731
1907,300,"1906/1907","Gross federal debt","Share of Total revenue",5.58823537826538
1907,310,"1906/1907","Unmatured debt","Share of Total revenue",3.17647051811218
1907,311,"1906/1907","Treasury bills","Share of Total revenue",0
1907,312,"1906/1907","Canada savings bonds","Share of Total revenue",0
1907,313,"1906/1907","Marketable bonds","Share of Total revenue",3.16176462173462
1907,320,"1906/1907","Superannuation accounts","Share of Total revenue",0
1907,330,"1906/1907","Other liabilities","Share of Total revenue",2.41176462173462
1907,401,"1906/1907","Unmatured debt payable in foreign currencies","Share of Total revenue",3.05882358551025
1907,521,"1906/1907","Debt charges","Share of Total revenue",0.102941177785397
1907,530,"1906/1907","Cash deficit (+) or surplus (-)","Share of Total revenue",-0.0441176481544971
1908,100,"1907/1908","Net federal debt","Share of Total revenue",2.89583325386047
1908,200,"1907/1908","Financial assets","Share of Total revenue",1.36458337306976
1908,300,"1907/1908","Gross federal debt","Share of Total revenue",4.26041650772095
1908,310,"1907/1908","Unmatured debt","Share of Total revenue",2.47916674613953
1908,311,"1907/1908","Treasury bills","Share of Total revenue",0
1908,312,"1907/1908","Canada savings bonds","Share of Total revenue",0
1908,313,"1907/1908","Marketable bonds","Share of Total revenue",2.38541674613953
1908,320,"1907/1908","Superannuation accounts","Share of Total revenue",0.0104166669771075
1908,330,"1907/1908","Other liabilities","Share of Total revenue",1.77083337306976
1908,401,"1907/1908","Unmatured debt payable in foreign currencies","Share of Total revenue",2.3125
1908,521,"1907/1908","Debt charges","Share of Total revenue",0.11458333581686
1908,530,"1907/1908","Cash deficit (+) or surplus (-)","Share of Total revenue",0.14583332836628
1909,100,"1908/1909","Net federal debt","Share of Total revenue",3.76744174957275
1909,200,"1908/1909","Financial assets","Share of Total revenue",1.80232560634613
1909,300,"1908/1909","Gross federal debt","Share of Total revenue",5.56976747512817
1909,310,"1908/1909","Unmatured debt","Share of Total revenue",3.45348834991455
1909,311,"1908/1909","Treasury bills","Share of Total revenue",0
1909,312,"1908/1909","Canada savings bonds","Share of Total revenue",0
1909,313,"1908/1909","Marketable bonds","Share of Total revenue",3.29069757461548
1909,320,"1908/1909","Superannuation accounts","Share of Total revenue",0.0116279069334269
1909,330,"1908/1909","Other liabilities","Share of Total revenue",2.10465121269226
1909,401,"1908/1909","Unmatured debt payable in foreign currencies","Share of Total revenue",3.23255825042725
1909,521,"1908/1909","Debt charges","Share of Total revenue",0.139534890651703
1909,530,"1908/1909","Cash deficit (+) or surplus (-)","Share of Total revenue",0.534883737564087
1910,100,"1909/1910","Net federal debt","Share of Total revenue",3.29411768913269
1910,200,"1909/1910","Financial assets","Share of Total revenue",1.32352936267853
1910,300,"1909/1910","Gross federal debt","Share of Total revenue",4.61764717102051
1910,310,"1909/1910","Unmatured debt","Share of Total revenue",2.73529410362244
1910,311,"1909/1910","Treasury bills","Share of Total revenue",0
1910,312,"1909/1910","Canada savings bonds","Share of Total revenue",0
1910,313,"1909/1910","Marketable bonds","Share of Total revenue",2.56862735748291
1910,320,"1909/1910","Superannuation accounts","Share of Total revenue",0.0098039219155908
1910,330,"1909/1910","Other liabilities","Share of Total revenue",1.87254905700684
1910,401,"1909/1910","Unmatured debt payable in foreign currencies","Share of Total revenue",2.51960778236389
1910,521,"1909/1910","Debt charges","Share of Total revenue",0.127450987696648
1910,530,"1909/1910","Cash deficit (+) or surplus (-)","Share of Total revenue",0.117647059261799
1911,100,"1910/1911","Net federal debt","Share of Total revenue",2.88135600090027
1911,200,"1910/1911","Financial assets","Share of Total revenue",1.14406776428223
1911,300,"1910/1911","Gross federal debt","Share of Total revenue",4.02542352676392
1911,310,"1910/1911","Unmatured debt","Share of Total revenue",2.33898305892944
1911,311,"1910/1911","Treasury bills","Share of Total revenue",0
1911,312,"1910/1911","Canada savings bonds","Share of Total revenue",0
1911,313,"1910/1911","Marketable bonds","Share of Total revenue",2.33898305892944
1911,320,"1910/1911","Superannuation accounts","Share of Total revenue",0.0084745762869716
1911,330,"1910/1911","Other liabilities","Share of Total revenue",1.67796611785889
1911,401,"1910/1911","Unmatured debt payable in foreign currencies","Share of Total revenue",2.29661011695862
1911,521,"1910/1911","Debt charges","Share of Total revenue",0.110169492661953
1911,530,"1910/1911","Cash deficit (+) or surplus (-)","Share of Total revenue",0.0338983051478863
1912,100,"1911/1912","Net federal debt","Share of Total revenue",2.5
1912,200,"1911/1912","Financial assets","Share of Total revenue",1.23529410362244
1912,300,"1911/1912","Gross federal debt","Share of Total revenue",3.73529410362244
1912,310,"1911/1912","Unmatured debt","Share of Total revenue",2.11029410362244
1912,311,"1911/1912","Treasury bills","Share of Total revenue",0
1912,312,"1911/1912","Canada savings bonds","Share of Total revenue",0
1912,313,"1911/1912","Marketable bonds","Share of Total revenue",2.11029410362244
1912,320,"1911/1912","Superannuation accounts","Share of Total revenue",0.0147058824077249
1912,330,"1911/1912","Other liabilities","Share of Total revenue",1.61029410362244
1912,401,"1911/1912","Unmatured debt payable in foreign currencies","Share of Total revenue",2.07352948188782
1912,521,"1911/1912","Debt charges","Share of Total revenue",0.0882352963089943
1912,530,"1911/1912","Cash deficit (+) or surplus (-)","Share of Total revenue",0
1913,100,"1912/1913","Net federal debt","Share of Total revenue",1.85798811912537
1913,200,"1912/1913","Financial assets","Share of Total revenue",1.00591719150543
1913,300,"1912/1913","Gross federal debt","Share of Total revenue",2.86390542984009
1913,310,"1912/1913","Unmatured debt","Share of Total revenue",1.54437875747681
1913,311,"1912/1913","Treasury bills","Share of Total revenue",0
1913,312,"1912/1913","Canada savings bonds","Share of Total revenue",0
1913,313,"1912/1913","Marketable bonds","Share of Total revenue",1.54437875747681
1913,320,"1912/1913","Superannuation accounts","Share of Total revenue",0.0118343196809292
1913,330,"1912/1913","Other liabilities","Share of Total revenue",1.30769228935242
1913,401,"1912/1913","Unmatured debt payable in foreign currencies","Share of Total revenue",1.53254437446594
1913,521,"1912/1913","Debt charges","Share of Total revenue",0.0769230797886848
1913,530,"1912/1913","Cash deficit (+) or surplus (-)","Share of Total revenue",-0.15384615957737
1914,100,"1913/1914","Net federal debt","Share of Total revenue",2.06134963035583
1914,200,"1913/1914","Financial assets","Share of Total revenue",1.27607357501984
1914,300,"1913/1914","Gross federal debt","Share of Total revenue",3.33742332458496
1914,310,"1913/1914","Unmatured debt","Share of Total revenue",1.9141104221344
1914,311,"1913/1914","Treasury bills","Share of Total revenue",0
1914,312,"1913/1914","Canada savings bonds","Share of Total revenue",0
1914,313,"1913/1914","Marketable bonds","Share of Total revenue",1.86503064632416
1914,320,"1913/1914","Superannuation accounts","Share of Total revenue",0.012269938364625
1914,330,"1913/1914","Other liabilities","Share of Total revenue",1.41104292869568
1914,401,"1913/1914","Unmatured debt payable in foreign currencies","Share of Total revenue",1.85889565944672
1914,521,"1913/1914","Debt charges","Share of Total revenue",0.0797545984387398
1914,530,"1913/1914","Cash deficit (+) or surplus (-)","Share of Total revenue",0.13496932387352
1915,100,"1914/1915","Net federal debt","Share of Total revenue",3.37593984603882
1915,200,"1914/1915","Financial assets","Share of Total revenue",1.88721799850464
1915,300,"1914/1915","Gross federal debt","Share of Total revenue",5.26315784454346
1915,310,"1914/1915","Unmatured debt","Share of Total revenue",3.16541361808777
1915,311,"1914/1915","Treasury bills","Share of Total revenue",0.112781956791878
1915,312,"1914/1915","Canada savings bonds","Share of Total revenue",0
1915,313,"1914/1915","Marketable bonds","Share of Total revenue",3.01503753662109
1915,320,"1914/1915","Superannuation accounts","Share of Total revenue",0.0225563906133175
1915,330,"1914/1915","Other liabilities","Share of Total revenue",2.07518792152405
1915,401,"1914/1915","Unmatured debt payable in foreign currencies","Share of Total revenue",2.54135346412659
